!起始函號	!大正藏	!永樂北	!永樂北函	!乾隆	!乾隆函	!經名	!作譯者	!卷數
	0613	0773	(竭)	0774	(竭)	禪祕要法經	姚秦 鳩摩羅什等譯	3
	0605	0678	(敬)	0679	(敬)	禪行法想經	後漢 安世高譯	1
	0604	0719	(孝)	0720	(孝)	佛說禪行三十七品經	後漢 安世高譯	1
	0609	1352	(聚)	1353	(聚)	禪要經	失譯	1
	2015	1639	(敦)	1565	(沙)	禪源諸詮集都序	唐 宗密述	2
						禪苑蒙求拾遺		1
						禪苑蒙求瑤林	金 志明撰　元 德諫注	3
						(重雕補註)禪苑清規	宋 宗賾集	10
						禪宗集注	宋 行靖注	2
	2021	1645	(素)			禪宗決疑集	元 智徹述	1
		1652	(雞田赤)			禪宗頌古聯珠通集	宋 法應集　元 普會續集	40
	2005					無門關	宋 宗紹編	1
	2013	1577	(起)	1544	(俊)	禪宗永嘉集	唐 玄覺撰	1
						禪宗雜毒海	清 性音重編	8
		1633	(勸賞)			禪宗正[月*永]	明 如巹集	10
						禪宗直指	明 石成金著	1
						禪宗指掌	清 行海述	1
	0001	0540	(習聽)	0541	(習聽禍)	長阿含經	後秦 佛陀耶舍共竺佛念譯	22
	0013	0543	(因)	0544	(因)	長阿含十報法經	後漢 安世高譯	2
						長部經典	江煉百據日譯本重譯芝峰校證	
						長靈守卓禪師語錄	(嗣法) 介諶 編	1
						長明炅禪師語錄		
						長目禪師語錄		1
						佛說長壽滅罪護諸童子陀羅尼經	唐 佛陀波利 譯	1
	0161	0450	(羊)	0451	(羊)	長壽王經	失譯	1
	0584	0729	(當)	0730	(當)	長爪梵志請問經	唐 義淨譯	1
	1265					佛說常瞿利毒女陀羅尼咒經	唐 瞿多譯	1
	2163					常曉和尚請來目錄	日本 常曉撰	1
	0638	0392	(短)	0393	(短)	佛說超日明三昧經	西晉 聶承遠譯	2
						超宗慧方禪師語錄		1
						朝鮮禪教考	朝鮮 朴永善輯	1
						朝宗禪師語錄		
						徹悟禪師語錄	清 了亮等集	2
	0434	0397	(靡)	0398	(靡)	佛說稱揚諸佛功德經	元魏 吉迦夜譯	3
	0840	0271	(良)	0272	(良)	稱讚大乘功德經	唐 玄奘譯	1
	0367	0194	(貞)	0195	(貞)	稱讚淨土佛攝受經	唐 玄奘譯	1
	1349	0331	(能)	0332	(能)	佛說稱讚如來功德神咒經	唐 義淨譯	1
	1000	1380	(杜)	1381	(杜)	成就妙法蓮華經王瑜伽觀智儀軌	唐 不空譯	1
						成就夢想法	唐 灌頂阿闍梨述	1
	0630	0376	(彼)	0377	(彼)	佛說成具光明定意經	後漢 支曜譯	1
	1646	1266	(丙舍)	1267	(丙舍)	成實論	訶梨跋摩造　姚秦 鳩摩羅什譯	16
	1591	1202	(沛)	1203	(沛)	成唯識寶生論	護法菩薩造　唐 義淨譯	5
	1585	1189	(義)	1190	(義)	成唯識論	護法等菩薩造　唐 玄奘譯	10
						成唯識論別抄	唐 窺基撰	4
						成唯識論觀心法要	明 智旭述	10
						成唯識論集解	明 通潤集解	10
	1832					成唯識論了義燈	唐 惠沼述	7
						成唯識論了義燈記	唐 智周撰	1
						成唯識論料簡	唐 窺基撰	2
						成唯識論俗詮	明 明昱俗詮	10
						成唯識論疏抄	唐 靈泰撰	18
						成唯識論疏義演	唐 如理集	26
	1831					成唯識論掌中樞要	唐 窺基撰	2
	1830					成唯識論述記	唐 窺基撰	10
	2266					成唯識論述記集成編	日本 湛慧撰	45
						成唯識論學記	新羅 太賢集	8
	1833					成唯識論演祕	唐 智周撰	7
						成唯識論演秘釋	唐 如理撰	1
						成唯識論義蘊	唐 道邑撰	5
				1663	(省-誡)	成唯識論音響補遺	清 智素補遺	10
						成唯識論自考	明 大惠錄	10
						成唯識論掌中樞要記	唐 智周述	1
						成唯識論證義	明 王肯堂證義	10
						註成唯識論	唐 智周撰	1
	1609	1213	(匪)	1214	(匪)	大乘成業論	世親菩薩造　唐 玄奘譯	1
						痴絕道[冰-水+中]禪師語錄	(嗣法門人) 智沂．悟開．行彌．紹甄．智圓．元省．元樞 編	2
	1351	0359	(罔)	0360	(罔)	佛說持句神咒經	吳 支謙譯	1
						持名四十八法	清 鄭韋庵述	1
	1370	0826	(則)	0827	(則)	佛說持明藏八大總持王經	宋 施護譯	1
	1169	1051	(思)	1052	(思)	佛說持明藏瑜伽大教尊那菩薩大明成就儀軌經	宋 法賢譯	4
	0481	0161	(常)	0161	(常)	持人菩薩經	西晉 竺法護譯	4
						持誦準提真言法要	清 弘贊輯	1
	0482	0162	(常)	0162	(常)	持世經	姚秦 鳩摩羅什譯	4
	1162	0487	(行)	0488	(行)	持世陀羅尼經	唐 玄奘譯	1
	0785-t1	0686-t1	(敬)		(敬)	持錫杖法		1
	0585	0192	(慕)	0193	(慕)	持心梵天所問經	西晉 竺法護譯	4
						持咒仙人飛[金*本]儀軌	唐 不空拔出	1
	0963	1004	(之)	1005	(之)	佛說熾盛光大威德消災吉祥陀羅尼經	唐 不空譯	1
	1951	1511	(鋪)	1582	(馳)	熾盛光道場念誦儀	宋 遵式撰	1
						赤松禪師語錄		
						斥謬	宋 善熹書	1
	0498	0940	(夙)	0941	(夙)	佛說初分說經	宋 施護譯	2
	0707	0770	(當)	0771	(當)	佛說出家功德經	失譯	1
	0791	0681	(敬)	0682	(敬)	佛說出家緣經	後漢 安世高譯	1
	2145	1468	(戶封)			出三藏記集	梁 僧祐撰	15
	0837	0445	(羊)	0446	(羊)	佛說出生菩提心經	隋 闍那崛多譯	1
	1018	0355	(莫)	0356	(莫)	出生無邊門陀羅尼經	唐 智嚴譯	1
	1009	0950	(興)	0951	(興)	出生無邊門陀羅尼經	唐 不空譯	1
	1010					佛說出生無邊門陀羅尼儀軌	唐 不空譯	1
	1012	0351	(莫)	0352	(莫)	佛說出生無量門持經	東晉 佛陀跋陀羅譯	1
	1243	1013	(流)	1014	(流)	佛說出生一切如來法眼遍照大力明王經	宋 法護譯	2
	0310-s11					出現光明會	唐 菩提流志譯	5
	0212	1313	(廣內)	1314	(廣內)	出曜經	姚秦 竺佛念譯	30
	0489	0958	(溫)	0959	(溫)	佛說除蓋障菩薩所問經	宋 法護等譯	20
	0744	0393	(短)	0394	(短)	佛說除恐災患經	乞伏秦 聖堅譯	1
	1323	0977	(斯)	0978	(斯)	除一切疾病陀羅尼經	唐 不空譯	1
						楚林禪師語錄		1
				1612	(岩岫)	楚石梵琦禪師語錄	(門人) 祖光．文玹．曇紹．祖灊．景瓛．良彥．應訢．明遠．胤丘．文晟．正隆．善成．文斌．中端．正參 等編	20
	0730	0679	(敬)	0680	(敬)	佛說處處經	後漢 安世高譯	1
						傳燈玉英集	宋 翰林大學士楊億等撰(或作王隨撰)	15
	2079					傳法正宗定祖圖	宋 契嵩撰	1
	2078	1521	(回)	1588	(回)	傳法正宗記	宋 契嵩編	9
	2080	1520	(綺)	1589	(百)	傳法正宗論	宋 契嵩編	2
						傳佛心印記		1
						傳戒正範	清 讀體撰	4
	2159					傳教大師將來台州錄	日本 最澄撰	1
	2160					傳教大師將來越州錄	日本 最澄撰	1
						傳授三壇弘戒法儀	明 法藏撰集　清 超遠檢錄	1
	2379					傳述一心戒文	日本 光定撰	3
						吹萬禪師語錄		1
						純備德禪師語錄		1
						達變禪師語錄		1
						達磨大師破相論	梁 菩提達磨述	1
						菩提達磨大師略辨大乘入道四行觀	梁 菩提達磨說	1
						達磨大師悟性論	梁 菩提達磨述	1
						達磨大師血[月*永]論	梁 菩提達磨述	1
	0618	1333	(集)	1334	(集)	達摩多羅禪經	東晉 佛陀跋陀羅譯	2
	0364	0198	(貞)	0199	(貞)	佛說大阿彌陀經	宋 王日休校輯	2
	0398	0075	(周)	0075	(周)	大哀經	西晉 竺法護譯	8
	1478	1141	(隨)	1142	(隨)	大愛道比丘尼經	失譯	2
	0144	0645	(慶)	0646	(慶)	佛說大愛道般泥洹經	西晉 白法祖譯	1
	1379	0890	(臨)	0891	(臨)	佛說大愛陀羅尼經	宋 法賢譯	1
	0602	0676	(敬)	0677	(敬)	佛說大安般守意經	後漢 安世高譯	2
	0977-t1					大白傘蓋佛母總讚歎禱祝偈		1
	0977	1010	(之)	1011	(之)	佛說大白傘蓋總持陀羅尼經	元 真智等譯	1
	0376	0116	(食)	0116	(食)	佛說大般泥洹經	東晉 法顯譯	6
	0007	0114	(駒)	0114	(駒)	大般涅槃經	東晉 法顯譯	3
	0374	0109	(賓-鳴)	0109	(賓-鳴)	大般涅槃經	北涼 曇無讖譯	40
	0375	0110	(鳳-白)	0110	(鳳-白)	大般涅槃經	宋 慧嚴等依泥洹經加之	36
	0377	0111	(白)	0111	(白)	大般涅槃經後分	唐 若那跋陀羅譯	2
	1763					大般涅槃經集解	梁 寶亮等集	71
	1527	1198	(顛)	1199	(顛)	涅槃論	婆藪槃豆作　元魏 達磨菩提譯	1
	1764					大般涅槃經義記	隋 慧遠述	10
	1767	1537	(滅虢踐)	1514	(佐-衡)	大般涅槃經疏	隋 灌頂撰	33
	1765	1536	(土)	1515	(衡)	大般涅槃經玄義	隋 灌頂撰	2
	0220	0001	(天-奈)	0001	(天-奈)	大般若波羅蜜多經	唐 玄奘譯	600
						大般若關		1
						大般若經綱要	清 葛[鼎*彗]提綱	10
						大般若經關法	宋 大隱排定	6
	1695					大般若波羅蜜多經般若理趣分述讚	唐 窺基撰	3
	1005A	1022	(息)	1023	(息)	大寶廣博樓閣善住祕密陀羅尼經	唐 不空譯	3
	0310	0020	(龍-字)	0020	(龍-字)	大寶積經	唐 菩提流志譯	120
	1523	1227	(虧)	1228	(虧)	大寶積經論	後魏 菩提流支譯	4
						大寶積經述	唐 徐鍔撰	1
						大悲讖	唐 徐鍔撰	
	0158	0175	(敢)	0176	(敢)	大乘悲分陀利經	失譯	8
	1055-h1					大悲觀世音菩薩贊	明 朱棣撰	1
	0892	1054	(思)	1055	(思)	佛說大悲空智金剛大教王儀軌經	宋 法護譯	5
	0380	0113	(駒)	0113	(駒)	大悲經	高齊 那連提耶舍譯	5
						大悲神咒(梵本)		1
						大悲心大悲身大悲心中心陀羅尼神咒		1
						大悲心陀羅尼	宋 慈賢譯	1
						大悲心陀羅尼	唐 不空譯	1
	1066	1436	(隸)	1437	(隸)	大悲心陀羅尼修行念誦略儀	唐 不空譯	1
	1470	1120	(別)	1121	(別)	大比丘三千威儀	後漢 安世高譯	2
	2053	1486	(奄)	1531	(孰)	大唐大慈恩寺三藏法師傳	唐 慧立本．彥悰箋	10
	1856					鳩摩羅什法師大義	東晉 慧遠問．羅什答	3
	1667	1242	(情)	1243a	(情)	大乘起信論	馬鳴菩薩造　唐 實叉難陀譯	2
	1666	1242	(情)	1243b	(情)	大乘起信論	馬鳴菩薩造　梁 真諦譯	1
	1848	1618	(岩岫)	1601	(田赤)	起信論疏筆削記	宋 子璿錄	20
		1617	(岩)	1600	(田)	大乘起信論疏	法藏述	5
	1846					大乘起信論義記	唐 法藏撰	5
	1853					大乘玄論	隋 吉藏撰	5
	1851					大乘義章	隋 慧遠撰	20
						大川普濟禪師語錄	(門人) 元愷 編	1
	0270	0435	(染)	0436	(染)	大法鼓經	劉宋 求那跋陀羅譯	2
	1340	0417	(使可)	0418	(使可)	大法炬陀羅尼經	隋 闍那崛多譯	20
						大梵天王問佛決疑經		2
						大梵天王問佛決疑經		1
	0156	0426	(墨)	0427	(墨)	大方便佛報恩經	失譯	7
						大方禪師語錄		1
	1339	0416	(信)	0417	(信)	大方等陀羅尼經	北涼 法眾譯	4
	0944B					大佛頂大陀羅尼		1
	0946					大佛頂廣聚陀羅尼經		4
	0944A					大佛頂如來放光悉怛多[金*本]怛囉陀羅尼	唐 不空譯	1
	0947					大佛頂如來放光悉怛多般怛羅大神力都攝一切咒王陀羅尼經大威德最勝金輪三昧咒品		1
	0945	0441	(羔)	0442	(羔)	大佛頂如來密因修證了義諸菩薩萬行首楞嚴經	唐 般剌蜜帝譯	10
		1616	(綿邈)	1610	(綿邈)	大佛頂首楞嚴經會解	般刺密帝譯　彌伽釋迦譯語　房融筆受　惟則會解	20
						大佛灌頂經	唐 般刺密帝譯	1
						大佛名經	姚秦 鳩摩羅什共僧肇譯	18
	1331	0163	(恭)	0163	(恭)	佛說灌頂經	東晉 帛尸梨蜜多羅譯	12
						大光明藏	宋 寶曇述	3
	1392	0794	(忠)	0795	(忠)	大寒林聖難拏陀羅尼經	宋 法天譯	1
	1287					大黑天神法	唐 神愷記	1
	1048	0788	(忠)	0789	(忠)	佛說大護明大陀羅尼經	宋 法天譯	1
	0547					大花嚴長者問佛那羅延力經	唐 般若共利言譯	1
	1697					大慧度經宗要	新羅 元曉撰	1
						大慧普覺禪師年譜	宋 祖詠編，宗演重定	1
						大慧普覺禪師普說		1
	1998A	1524	(說感武)			大慧普覺禪師語錄	宋 蘊聞編	30
	1998B					大慧普覺禪師宗門武庫	宋 道謙編	1
	1252a					佛說大吉祥天女十二名號經	唐 不空譯	1
	1252b	0952	(興)	0953	(興)	佛說大吉祥天女十二名號經	唐 不空譯	1
	1253	0953	(興)	0954	(興)	大吉祥天女十二契一百八名無垢大乘經	唐 不空譯	1
	1381	0901	(深)	0902	(深)	佛說大吉祥陀羅尼經	宋 法賢譯	1
	1335	0468	(行)	0469	(行)	大吉義神咒經	元魏 曇曜譯	4
	0012	0932	(薄)	0933	(薄)	大集法門經	宋 施護譯	2
	0424	0966	(清)	0967	(清)	大集會正法經	宋 施護譯	5
	0397	0057	(位-國)	0057	(位-國)	大方等大集經	北涼 曇無讖譯	60
	0416	0071	(罪)	0071	(罪)	大方等大集經賢護分	隋 闍那崛多譯	5
	0496	0739	(當)	0740	(當)	佛說大迦葉本經	西晉 竺法護譯	1
	0310-s23					大迦葉經	東魏 月婆首那譯	2
	0352	0799	(忠)	0800	(忠)	佛說大迦葉問大寶積正法經	宋 施護譯	5
	0008	0987	(斯)	0988	(斯)	大堅固婆羅門緣起經	宋 施護等譯	2
	1415	0836	(盡)	0837	(盡)	大金剛妙高山樓閣陀羅尼	宋 施護譯	1
	1401	0862	(臨)	0863	(臨)	佛說大金剛香陀羅尼經	宋 施護譯	1
	0988	0306	(過)	0307	(過)	孔雀王咒經	姚秦 鳩摩羅什譯	1
	0817	0179	(毀)	0180	(毀)	佛說大淨法門經	西晉 竺法護譯	1
				1641	(幾)	大覺普濟能仁琇國師語錄	行岳編	7
	0983A	1391	(杜)	1392	(杜)	佛說大孔雀明王畫像壇場儀軌	唐 不空譯	1
	0986	0304	(過)	0305	(過)	大金色孔雀王咒經	失譯	1
	0987	0305	(過)	0306	(過)	佛說大金色孔雀王咒經	失譯	1
	0985	0301	(知)	0302	(知)	佛說大孔雀咒王經	唐 義淨譯	3
	0243	1028	(澄)	1029	(澄)	大樂金剛不空真實三麼耶經	唐 不空譯	1
	1003	1399	(槁)	1400	(槁)	大樂金剛不空真實三昧耶經般若波羅蜜多理趣釋	唐 不空譯	2
	1119	1378	(杜)	1379	(杜)	大樂金剛薩埵修行成就儀軌	唐 不空譯	1
						大輪金剛陀羅尼	唐 地婆訶羅譯	1
	1231					大輪金剛修行悉地成就及供養法		1
	1230					佛說大輪金剛總持陀羅尼經		1
	0965					大妙金剛大甘露軍拏利焰鬘熾盛佛頂經	唐 達磨栖那譯	1
	0225	0008	(潛)	0008	(潛)	大明度經	吳 支謙譯	6
		1649	(史)	1620	(務)	大明仁孝皇后夢感佛說第一希有大功德經	明 徐皇后述	2
		1613	(昆-石)	1621	(茲-俶)	大明三藏法數	一如等集註	40
		1654				大明三藏聖教目錄	明 雙徑山僧衆編	3
		1608	(主)	1623	(畝)	大明太宗文皇帝御製序讚文	明 成祖撰　明太宗御製	1
	1257	0838	(盡)	0839	(盡)	佛說大摩里支菩薩經	宋 天息災譯	7
	1796					大毘盧遮那成佛經疏	唐 一行記	20
	0848	0525	(賢)	0526	(賢)	大毘盧遮那成佛神變加持經	唐 善無畏．一行譯	7
	0852a,0852b					大毘盧遮那成佛神變加持經蓮華胎藏悲生曼荼羅廣大成就儀軌供養方便會	唐 法全撰	2
	0853					大毘盧遮那成佛神變加持經蓮華胎藏菩提幢標幟普通真言藏廣大成就瑜伽	唐 法全集	3
	0856	1387	(杜)	1388	(杜)	大毘盧遮那成佛神變加持經略示七支念誦隨行法	唐 不空譯	1
	0859					供養儀式		1
	0849					大毘盧遮那佛說要略念誦經	唐 菩提金剛譯	1
	0981					大毘盧遮那佛眼修行儀軌	唐 一行記	1
	0863					大毘盧遮那經阿闍梨真實智品中阿闍梨住阿字觀門	唐 惟謹述	1
	1797					大毘盧遮那經供養次第法疏	唐 不可思議撰	2
	0851					大毘盧遮那經廣大儀軌	唐 善無畏譯	3
	0858					大毘盧遮那略要速疾門五支念誦法		1
	2081-j1					大毘盧遮那神變加持經大教相承傳法次第記	唐 海雲記	1
						大品經義疏	胡 吉藏撰	9
	1696					大品經遊意	隋 吉藏撰	1
	0310-s12					大菩薩藏經	唐 玄奘譯	20
						大普甯寺大藏經目錄	元 如瑩編	4
	1367	0470	(行)	0471	(行)	佛說大普賢陀羅尼經	失譯	1
	1368	0471	(行)	0472	(行)	佛說大七寶陀羅尼經	失譯	1
	2144					大秦景教流行中國碑頌	唐 景淨述	1
	0860					大日經持誦次第儀軌		1
	0857	1396	(杜)	1397	(杜)	大日經略攝念誦隨行法	唐 不空譯	1
						大日經義釋	唐 一行述記	14
						大日經義釋演密鈔	遼 覺苑撰	10
	0864A					大日如來劍印		1
						佛說大如意寶珠輪牛王守護神咒經	阿謨伽三藏譯	1
	0272	0174	(豈)	0175	(豈)	大薩遮尼乾子所說經	元魏 菩提留支譯	10
	0019	0845	(盡)	0846	(盡)	大三摩惹經	宋 法天譯	1
	1156B					宗叡僧正於唐國師所口受		1
	1156A					大隨求即得大陀羅尼明王懺悔法		1
						大隨求陀羅尼	宋 慈賢譯	1
	2146	1601	(宗)	1513	(尹)	眾經目錄	隋 法經等撰	7
	1438	1155	(外)	1156	(外)	大沙門百一羯磨法	失譯人名今附宋錄	1
	0310-s22					大神變會	唐 菩提流志譯	2
	0052	0927	(薄)	0928	(薄)	大生義經	宋 施護譯	1
	0980					大勝金剛佛頂念誦儀軌	唐 金剛智譯	1
	1266	1395	(杜)	1396	(杜)	大聖天歡喜雙身毘那夜迦法	唐 不空譯	1
	1270					大聖歡喜雙身大自在天毘那夜迦王歸依念誦供養法	唐 善無畏譯	1
	1274					大聖歡喜雙身毘那夜迦天形像品儀軌	唐 憬瑟撰	1
	1176	1389	(杜)	1390	(杜)	曼殊室利童子菩薩五字瑜伽法	唐 不空譯	1
	1268					大使咒法經	唐 菩提留支譯	1
	0625	0158	(五)	0158	(五)	大樹緊那羅王所問經	姚秦 鳩摩羅什譯	4
	2149	1475	(侈富)	1528	(阜微)	大唐內典錄	唐 道宣撰	10
	2087	1495	(孰)	1530	(旦)	大唐西域記	唐 玄奘譯．辯機撰	12
	2066	1483	(尹)	1536	(說)	大唐西域求法高僧傳	唐 義淨撰	2
	2871					大通方廣懺悔滅罪莊嚴成佛經		3
	0956	0536	(念)	0537	(念)	大陀羅尼末法中一字心咒經	唐 寶思惟譯	1
						大王觀世音經	失譯(疑僞經)	1
	0964	1003	(之)	1004	(之)	佛說大威德金輪佛頂熾盛光如來消除一切災難陀羅尼經	失譯	1
	1341	0418	(覆器)	0419	(覆器)	大威德陀羅尼經	隋 闍那崛多譯	20
	0834	0206	(盧)	0207	(貞)	大威燈光仙人問疑經	隋 闍那崛多等譯	1
	1225	1390	(杜)	1391	(杜)	大威怒烏芻澀麼儀軌經	唐 不空譯	1
						大笑禪師語錄		1
						大休禪師語錄		1
	1146	1410	(槁)	1411	(槁)	大虛空藏菩薩念誦法	唐 不空譯	1
	0404					大集大虛空藏菩薩所問經	唐 不空譯	8
	1260	1384	(杜)	1385	(杜)	大藥叉女歡喜母并愛子成就法	唐 不空譯	1
	0177	0522	(維)	0523	(維)	大意經	劉宋 求那跋陀羅譯	1
	0723	1341	(墳)	1342	(墳)	分別業報略經	大勇菩薩撰　劉宋 僧伽跋摩譯	1
	0216	0712	(孝)	0713	(孝)	大魚事經	東晉 竺曇無蘭譯	1
	0387	0239	(男)	0240	(男)	大方等無想經	北涼 曇無讖譯	6
	0990					大雲經祈雨壇法	唐 不空譯	1
	0991	0183	(毀)	0184	(毀)	大雲輪請雨經	隋 那連提耶舍譯	2
	0989	0964	(清)	0965	(清)	大雲輪請雨經	唐 不空譯	2
	0993	0182	(毀)	0183	(毀)	大雲經請雨品第六十四	北周 闍那耶舍譯	1
	0992	0181	(毀)	0182	(毀)	大方等大雲經請雨品第六十四	北周 闍那耶舍譯	1
	0388					大雲無想經	姚秦 竺佛念譯	1
						大藏經綱目指要錄	宋 惟白撰	8
						安吉州思溪法寶資福禪寺大藏經目錄	宋 惟白撰	2
						大藏目錄(麗藏目錄)	宋 高麗僧衆同編	3
		1603	(岱)	1608	(庭)	大藏聖教法寶標目	元 王古撰	10
						大藏一覽集		11
	0594	0831	(盡)	0832	(盡)	佛說大自在天子因地經	宋 施護譯	1
	1669	1291	(疑)	1292	(疑)	大宗地玄文本論	馬鳴菩薩造　陳 真諦譯	20
						大宗地玄文本論略註	清 楊文會略註	4
	1577	1235	(靜)	1236	(靜)	大丈夫論	提婆羅菩薩造　北涼 道泰譯	2
	0045	0898	(深)	0899	(深)	大正句王經	宋 法賢譯	2
	1509	1162	(傅-叔)	1163	(傅-叔)	大智度論	龍樹菩薩造　後秦 鳩摩羅什譯	100
						大智度論疏	南北朝 慧影抄撰	7
						大智律師禮讚文	宋 則安述	1
	1743					皇帝降誕日於麟德殿講大方廣佛華嚴經玄義一部	唐 靜居撰	1
	0818	0180	(毀)	0181	(毀)	大莊嚴法門經	隋 那連提耶舍譯	2
	0187	0155	(四大)	0155	(四大)	方廣大莊嚴經	唐 地婆訶羅譯	12
	0201	1175	(慈隱)	1176	(慈隱)	大莊嚴論經	馬鳴菩薩造　後秦 鳩摩羅什譯	15
						呆菴普莊禪師語錄	(門人) 慧啟．智粵．智勝．德琇．曇頓．道哲 等編	8
						丹霞子淳禪師語錄	(嗣法小師) 慶預 校勘	2
						澹歸禪師語錄		1
						澹崖原禪師語錄		1
	0395	0463	(景)	0464	(景)	佛說當來變經	西晉 竺法護譯	1
						道德經順硃		1
	0607	1318	(明)	1319	(明)	道地經	僧伽羅剎造　後漢 安世高譯	1
						道具賦	宋 元照撰	1
	0816	0144	(方)	0144	(方)	佛說道神足無極變化經	西晉 安法欽譯	4
	0224	0005	(淡)	0005	(淡)	道行般若經	後漢 支婁迦讖譯	10
						道餘錄		1
	2107					道宣律師感通錄	唐 道宣撰	1
	0709	0275	(良)	0276	(良)	佛說稻[卄/干]經	闕譯	1
	0712					佛說大乘稻[卄/干]經	失譯	1
						德風禪師語錄		1
	0545	0227	(潔)	0228	(潔)	佛說德護長者經	隋 那連提耶舍譯	2
	0785	0686	(敬)	0687	(敬)	得道梯橙錫杖經	失譯	1
